date,actual value,predict value,accuracy %
20230101,9065.43,22782.34,-51.31
20230201,3749.45,22782.34,-407.62
20230301,13906.52,22782.34,36.18
20230401,15930.83,22782.34,56.99
20230501,17773.25,22782.34,71.82
20230601,13246.68,22782.34,28.01
20230701,13191.52,22782.34,27.30
20230801,12941.86,22782.34,23.96
20230901,14110.05,22782.34,38.54
20231001,25557.27,22782.34,89.14
20231101,24003.00,22782.34,94.91
20231201,37333.44,22782.34,61.02
,,average accuracy,5.74
,,min. accuracy,-407.62
