date,actual value,predict value,accuracy %
20230101,9065.43,20353.28,-24.52
20230201,3749.45,20363.51,-343.11
20230301,13906.52,20428.10,53.10
20230401,15930.83,20440.87,71.69
20230501,17773.25,20515.28,84.57
20230601,13246.68,20570.49,44.71
20230701,13191.52,20672.48,43.29
20230801,12941.86,20686.96,40.15
20230901,14110.05,20629.87,53.79
20231001,25557.27,20698.27,80.99
20231101,24003.00,20659.15,86.07
20231201,37333.44,20712.59,55.48
,,average accuracy,20.52
,,min. accuracy,-343.11
