date,actual value,predict value,accuracy %
20230101,9065.43,14923.41,35.38
20230201,3749.45,13920.51,-171.27
20230301,13906.52,14765.92,93.82
20230401,15930.83,18175.32,85.91
20230501,17773.25,13909.79,78.26
20230601,13246.68,15336.00,84.23
20230701,13191.52,14029.58,93.65
20230801,12941.86,12636.65,97.64
20230901,14110.05,14427.66,97.75
20231001,25557.27,17701.88,69.26
20231101,24003.00,12769.23,53.20
20231201,37333.44,14967.11,40.09
,,average accuracy,54.83
,,min. accuracy,-171.27
