date,actual value,predict value,accuracy %
20230101,9065.43,18541.32,-4.53
20230201,3749.45,18377.42,-290.14
20230301,13906.52,16235.36,83.25
20230401,15930.83,21008.33,68.13
20230501,17773.25,20055.35,87.16
20230601,13246.68,21387.03,38.55
20230701,13191.52,25124.66,9.54
20230801,12941.86,24705.86,9.10
20230901,14110.05,27212.94,7.14
20231001,25557.27,31494.60,76.77
20231101,24003.00,26031.91,91.55
20231201,37333.44,23100.80,61.88
,,average accuracy,19.87
,,min. accuracy,-290.14
