date,actual value,predict value,accuracy %
20230101,167.09,283.36,30.42
20230201,207.79,213.84,97.09
20230301,248.01,213.84,86.22
20230401,143.67,213.84,51.15
20230501,213.13,213.84,99.66
20230601,167.04,213.84,71.98
20230701,151.58,213.84,58.93
20230801,117.87,173.33,52.94
20230901,98.68,173.33,24.35
20231001,185.74,173.33,93.32
20231101,213.33,213.84,99.76
20231201,160.18,281.29,24.39
,,average accuracy,65.85
,,min. accuracy,24.35
