date,actual value,predict value,accuracy %
20230101,9065.43,26307.44,-90.20
20230201,3749.45,26570.86,-508.66
20230301,13906.52,27121.54,4.97
20230401,15930.83,28960.16,18.21
20230501,17773.25,29578.61,33.58
20230601,13246.68,28986.66,-18.82
20230701,13191.52,27642.93,-9.55
20230801,12941.86,28405.61,-19.49
20230901,14110.05,29541.79,-9.37
20231001,25557.27,29989.00,82.66
20231101,24003.00,30890.66,71.30
20231201,37333.44,30137.15,80.72
,,average accuracy,-30.39
,,min. accuracy,-508.66
