date,actual value,predict value,accuracy %
20221001,12985.90,13944.40,92.62
20221101,8089.77,10547.67,69.62
20221201,12119.53,16697.22,62.23
20230101,6921.52,17998.34,-60.03
20230201,4339.55,18706.86,-231.08
20230301,13593.78,16617.82,77.75
20230401,16535.17,19431.64,82.48
20230501,16168.10,19743.55,77.89
20230601,13682.27,18965.00,61.39
20230701,12900.00,20882.50,38.12
20230801,12136.82,20853.67,28.18
20230901,12714.90,25755.38,-2.56
,,average accuracy,24.72
,,min. accuracy,-231.08
