date,actual value,predict value,accuracy %
20230101,167.09,227.76,63.69
20230201,207.79,185.14,89.10
20230301,248.01,185.13,74.65
20230401,143.67,185.14,71.13
20230501,213.13,184.79,86.71
20230601,167.04,185.11,89.18
20230701,151.58,180.29,81.06
20230801,117.87,160.33,63.97
20230901,98.68,120.68,77.71
20231001,185.74,119.19,64.17
20231101,213.33,178.93,83.87
20231201,160.18,185.14,84.41
,,average accuracy,77.47
,,min. accuracy,63.69
