date,actual value,predict value,accuracy %
20221001,12985.90,14902.22,85.24
20221101,8089.77,14584.01,19.72
20221201,12119.53,15749.68,70.05
20230101,6921.52,15498.45,-23.92
20230201,4339.55,14660.38,-137.83
20230301,13593.78,13134.25,96.62
20230401,16535.17,15855.26,95.89
20230501,16168.10,14878.10,92.02
20230601,13682.27,14581.59,93.43
20230701,12900.00,14735.65,85.77
20230801,12136.82,15555.09,71.84
20230901,12714.90,17759.42,60.33
,,average accuracy,50.76
,,min. accuracy,-137.83
