date,actual value,predict value,accuracy %
20221001,12985.90,18841.19,54.91
20221101,8089.77,18842.87,-32.92
20221201,12119.53,18842.79,44.53
20230101,6921.52,18844.09,-72.25
20230201,4339.55,18844.62,-234.25
20230301,13593.78,18846.41,61.36
20230401,16535.17,18848.52,86.01
20230501,16168.10,18848.01,83.42
20230601,13682.27,18850.05,62.23
20230701,12900.00,18852.00,53.86
20230801,12136.82,18852.04,44.67
20230901,12714.90,18852.79,51.73
,,average accuracy,16.94
,,min. accuracy,-234.25
