date,actual value,predict value,accuracy %
20230101,167.09,258.61,45.23
20230201,207.79,233.10,87.82
20230301,248.01,225.36,90.87
20230401,143.67,252.81,24.03
20230501,213.13,220.95,96.33
20230601,167.04,215.24,71.14
20230701,151.58,210.65,61.03
20230801,117.87,137.72,83.16
20230901,98.68,134.03,64.19
20231001,185.74,130.41,70.21
20231101,213.33,218.98,97.35
20231201,160.18,241.75,49.07
,,average accuracy,70.04
,,min. accuracy,24.03
