date,actual value,predict value,accuracy %
20230101,167.09,244.57,53.63
20230201,207.79,207.83,99.98
20230301,248.01,216.60,87.34
20230401,143.67,213.00,51.74
20230501,213.13,199.44,93.58
20230601,167.04,204.08,77.82
20230701,151.58,225.91,50.97
20230801,117.87,170.02,55.76
20230901,98.68,173.50,24.18
20231001,185.74,194.28,95.40
20231101,213.33,211.17,98.99
20231201,160.18,209.19,69.40
,,average accuracy,71.57
,,min. accuracy,24.18
