date,actual value,predict value,accuracy %
20230101,167.09,261.90,43.26
20230201,207.79,179.31,86.29
20230301,248.01,158.89,64.07
20230401,143.67,233.94,37.17
20230501,213.13,157.20,73.76
20230601,167.04,148.82,89.10
20230701,151.58,169.03,88.49
20230801,117.87,114.31,96.98
20230901,98.68,117.01,81.43
20231001,185.74,116.96,62.97
20231101,213.33,151.63,71.08
20231201,160.18,235.69,52.85
,,average accuracy,70.62
,,min. accuracy,37.17
