date,actual value,predict value,accuracy %
20230101,9065.43,21265.21,-34.57
20230201,3749.45,21265.21,-367.16
20230301,13906.52,21265.21,47.08
20230401,15930.83,21271.62,66.48
20230501,17773.25,21273.34,80.31
20230601,13246.68,21269.94,39.43
20230701,13191.52,21263.74,38.81
20230801,12941.86,21265.21,35.69
20230901,14110.05,21268.31,49.27
20231001,25557.27,21269.94,83.22
20231101,24003.00,21273.34,88.63
20231201,37333.44,21269.94,56.97
,,average accuracy,15.35
,,min. accuracy,-367.16
