date,actual value,predict value,accuracy %
20221001,12985.90,11879.69,91.48
20221101,8089.77,14563.05,19.98
20221201,12119.53,11335.90,93.53
20230101,6921.52,10377.40,50.07
20230201,4339.55,11369.00,-61.99
20230301,13593.78,15249.31,87.82
20230401,16535.17,9448.10,57.14
20230501,16168.10,11961.09,73.98
20230601,13682.27,15433.39,87.20
20230701,12900.00,16761.85,70.06
20230801,12136.82,18717.93,45.78
20230901,12714.90,18033.41,58.17
,,average accuracy,56.1
,,min. accuracy,-61.99
