date,actual value,predict value,accuracy %
20230101,167.09,231.41,61.51
20230201,207.79,199.89,96.20
20230301,248.01,211.39,85.24
20230401,143.67,219.98,46.88
20230501,213.13,204.30,95.86
20230601,167.04,209.23,74.74
20230701,151.58,215.64,57.74
20230801,117.87,161.76,62.76
20230901,98.68,157.51,40.38
20231001,185.74,175.92,94.71
20231101,213.33,186.12,87.25
20231201,160.18,207.94,70.18
,,average accuracy,72.79
,,min. accuracy,40.38
