date,actual value,predict value,accuracy %
20230101,9065.43,17757.89,4.11
20230201,3749.45,16722.85,-246.01
20230301,13906.52,19639.50,58.77
20230401,15930.83,16917.74,93.81
20230501,17773.25,17622.04,99.15
20230601,13246.68,18644.04,59.25
20230701,13191.52,18197.09,62.05
20230801,12941.86,18177.53,59.54
20230901,14110.05,20237.62,56.57
20231001,25557.27,18944.64,74.13
20231101,24003.00,18495.48,77.05
20231201,37333.44,21251.75,56.92
,,average accuracy,37.95
,,min. accuracy,-246.01
