date,actual value,predict value,accuracy %
20230101,167.09,283.62,30.26
20230201,207.79,244.91,82.14
20230301,248.01,228.12,91.98
20230401,143.67,247.96,27.41
20230501,213.13,214.81,99.21
20230601,167.04,224.02,65.88
20230701,151.58,202.72,66.27
20230801,117.87,195.11,34.47
20230901,98.68,163.46,34.36
20231001,185.74,163.83,88.21
20231101,213.33,197.26,92.47
20231201,160.18,235.00,53.28
,,average accuracy,63.83
,,min. accuracy,27.41
