date,actual value,predict value,accuracy %
20230101,167.09,310.29,14.31
20230201,207.79,223.08,92.64
20230301,248.01,196.11,79.08
20230401,143.67,222.82,44.91
20230501,213.13,174.39,81.82
20230601,167.04,153.77,92.06
20230701,151.58,140.63,92.77
20230801,117.87,120.05,98.15
20230901,98.68,105.57,93.02
20231001,185.74,104.22,56.11
20231101,213.33,144.61,67.79
20231201,160.18,223.98,60.17
,,average accuracy,72.74
,,min. accuracy,14.31
