date,actual value,predict value,accuracy %
20230101,167.09,274.14,35.94
20230201,207.79,232.76,87.99
20230301,248.01,215.37,86.84
20230401,143.67,226.75,42.17
20230501,213.13,203.47,95.47
20230601,167.04,203.84,77.97
20230701,151.58,188.98,75.33
20230801,117.87,180.07,47.22
20230901,98.68,151.97,46.00
20231001,185.74,152.14,81.91
20231101,213.33,183.41,85.98
20231201,160.18,219.74,62.81
,,average accuracy,68.8
,,min. accuracy,35.94
