date,actual value,predict value,accuracy %
20230101,167.09,247.67,51.78
20230201,207.79,192.66,92.72
20230301,248.01,186.53,75.21
20230401,143.67,214.26,50.86
20230501,213.13,175.29,82.25
20230601,167.04,185.42,89.00
20230701,151.58,165.79,90.63
20230801,117.87,158.22,65.76
20230901,98.68,138.79,59.36
20231001,185.74,136.55,73.52
20231101,213.33,170.44,79.90
20231201,160.18,199.41,75.51
,,average accuracy,73.88
,,min. accuracy,50.86
