date,actual value,predict value,accuracy %
20230101,167.09,289.78,26.58
20230201,207.79,240.61,84.21
20230301,248.01,233.89,94.31
20230401,143.67,262.00,17.63
20230501,213.13,209.79,98.43
20230601,167.04,231.68,61.30
20230701,151.58,208.07,62.73
20230801,117.87,201.98,28.64
20230901,98.68,174.68,22.98
20231001,185.74,173.74,93.54
20231101,213.33,210.26,98.56
20231201,160.18,246.91,45.85
,,average accuracy,61.23
,,min. accuracy,17.63
