date,actual value,predict value,accuracy %
20230101,9065.43,25354.47,-79.68
20230201,3749.45,26319.80,-501.96
20230301,13906.52,23456.03,31.33
20230401,15930.83,30015.25,11.59
20230501,17773.25,31240.65,24.23
20230601,13246.68,34567.06,-60.95
20230701,13191.52,36476.24,-76.51
20230801,12941.86,35445.66,-73.88
20230901,14110.05,35111.54,-48.84
20231001,25557.27,36533.62,57.05
20231101,24003.00,34693.25,55.46
20231201,37333.44,34807.57,93.23
,,average accuracy,-47.41
,,min. accuracy,-501.96
