date,actual value,predict value,accuracy %
20230101,9065.43,14216.46,43.18
20230201,3749.45,14968.21,-199.21
20230301,13906.52,7399.16,53.21
20230401,15930.83,17757.73,88.53
20230501,17773.25,20513.37,84.58
20230601,13246.68,24922.54,11.86
20230701,13191.52,24927.00,11.04
20230801,12941.86,24759.19,8.69
20230901,14110.05,25282.44,20.82
20231001,25557.27,22199.98,86.86
20231101,24003.00,17641.87,73.50
20231201,37333.44,9353.99,25.06
,,average accuracy,25.68
,,min. accuracy,-199.21
