date,actual value,predict value,accuracy %
20230101,9065.43,16095.15,22.46
20230201,3749.45,17171.80,-257.98
20230301,13906.52,15645.40,87.50
20230401,15930.83,17522.94,90.01
20230501,17773.25,16406.28,92.31
20230601,13246.68,15047.41,86.41
20230701,13191.52,13625.58,96.71
20230801,12941.86,13958.11,92.15
20230901,14110.05,16758.79,81.23
20231001,25557.27,16239.08,63.54
20231101,24003.00,15419.14,64.24
20231201,37333.44,14067.86,37.68
,,average accuracy,46.35
,,min. accuracy,-257.98
