date,actual value,predict value,accuracy %
20230101,167.09,287.94,27.68
20230201,207.79,187.19,90.08
20230301,248.01,175.90,70.93
20230401,143.67,180.26,74.53
20230501,213.13,170.27,79.89
20230601,167.04,137.54,82.34
20230701,151.58,139.65,92.13
20230801,117.87,126.91,92.33
20230901,98.68,110.37,88.16
20231001,185.74,110.75,59.63
20231101,213.33,141.36,66.26
20231201,160.18,181.81,86.49
,,average accuracy,75.87
,,min. accuracy,27.68
