date,actual value,predict value,accuracy %
20230101,167.09,229.71,62.53
20230201,207.79,254.67,77.44
20230301,248.01,229.71,92.62
20230401,143.67,229.71,40.11
20230501,213.13,254.67,80.51
20230601,167.04,229.71,62.48
20230701,151.58,254.67,31.99
20230801,117.87,192.66,36.55
20230901,98.68,192.66,4.77
20231001,185.74,192.66,96.28
20231101,213.33,229.71,92.32
20231201,160.18,229.71,56.59
,,average accuracy,61.18
,,min. accuracy,4.77
