date,actual value,predict value,accuracy %
20230101,9065.43,22169.25,-44.55
20230201,3749.45,22169.25,-391.27
20230301,13906.52,22169.25,40.58
20230401,15930.83,22169.25,60.84
20230501,17773.25,22169.25,75.27
20230601,13246.68,22169.25,32.64
20230701,13191.52,22169.25,31.94
20230801,12941.86,22169.25,28.70
20230901,14110.05,22169.25,42.88
20231001,25557.27,22169.25,86.74
20231101,24003.00,22169.25,92.36
20231201,37333.44,22169.25,59.38
,,average accuracy,9.63
,,min. accuracy,-391.27
