date,actual value,predict value,accuracy %
20221001,12985.90,13491.84,96.10
20221101,8089.77,13491.84,33.22
20221201,12119.53,13491.84,88.68
20230101,6921.52,13491.84,5.07
20230201,4339.55,13491.84,-110.90
20230301,13593.78,13491.84,99.25
20230401,16535.17,13491.84,81.59
20230501,16168.10,13491.84,83.45
20230601,13682.27,13491.84,98.61
20230701,12900.00,13491.84,95.41
20230801,12136.82,13491.84,88.84
20230901,12714.90,13491.84,93.89
,,average accuracy,62.77
,,min. accuracy,-110.9
