date,actual value,predict value,accuracy %
20221001,12985.90,13812.47,93.63
20221101,8089.77,14752.16,17.64
20221201,12119.53,16704.22,62.17
20230101,6921.52,9534.00,62.26
20230201,4339.55,9962.96,-29.59
20230301,13593.78,8856.81,65.15
20230401,16535.17,11595.56,70.13
20230501,16168.10,7310.94,45.22
20230601,13682.27,13752.72,99.49
20230701,12900.00,15489.60,79.93
20230801,12136.82,12097.19,99.67
20230901,12714.90,12542.87,98.65
,,average accuracy,63.7
,,min. accuracy,-29.59
