date,actual value,predict value,accuracy %
20230101,9065.43,22978.75,-53.48
20230201,3749.45,22510.35,-400.36
20230301,13906.52,23311.12,32.37
20230401,15930.83,22881.94,56.37
20230501,17773.25,23141.15,69.80
20230601,13246.68,23433.68,23.10
20230701,13191.52,23408.56,22.55
20230801,12941.86,23341.09,19.65
20230901,14110.05,24115.11,29.09
20231001,25557.27,23646.39,92.52
20231101,24003.00,23219.19,96.73
20231201,37333.44,24483.64,65.58
,,average accuracy,4.49
,,min. accuracy,-400.36
