date,actual value,predict value,accuracy %
20230101,167.09,273.59,36.27
20230201,207.79,247.51,80.89
20230301,248.01,242.42,97.75
20230401,143.67,266.91,14.22
20230501,213.13,232.59,90.87
20230601,167.04,240.60,55.96
20230701,151.58,218.77,55.68
20230801,117.87,147.40,74.95
20230901,98.68,149.63,48.37
20231001,185.74,150.66,81.12
20231101,213.33,220.78,96.51
20231201,160.18,272.39,29.95
,,average accuracy,63.55
,,min. accuracy,14.22
