date,actual value,predict value,accuracy %
20230101,167.09,249.27,50.82
20230201,207.79,194.31,93.51
20230301,248.01,189.45,76.39
20230401,143.67,214.44,50.74
20230501,213.13,176.32,82.73
20230601,167.04,185.43,88.99
20230701,151.58,166.30,90.29
20230801,117.87,157.55,66.33
20230901,98.68,139.26,58.88
20231001,185.74,137.41,73.98
20231101,213.33,171.59,80.43
20231201,160.18,200.31,74.94
,,average accuracy,74.0
,,min. accuracy,50.74
