date,actual value,predict value,accuracy %
20230101,167.09,257.83,45.70
20230201,207.79,198.34,95.45
20230301,248.01,186.02,75.01
20230401,143.67,194.98,64.28
20230501,213.13,169.83,79.69
20230601,167.04,157.46,94.27
20230701,151.58,145.62,96.07
20230801,117.87,131.77,88.20
20230901,98.68,117.68,80.74
20231001,185.74,113.68,61.20
20231101,213.33,146.15,68.51
20231201,160.18,180.17,87.52
,,average accuracy,78.05
,,min. accuracy,45.7
