date,actual value,predict value,accuracy %
20221001,12985.90,18302.22,59.06
20221101,8089.77,18314.35,-26.39
20221201,12119.53,18374.70,48.39
20230101,6921.52,18360.93,-65.27
20230201,4339.55,18354.64,-222.96
20230301,13593.78,18402.67,64.62
20230401,16535.17,18419.58,88.60
20230501,16168.10,18497.24,85.59
20230601,13682.27,18561.26,64.34
20230701,12900.00,18663.19,55.32
20230801,12136.82,18693.97,45.97
20230901,12714.90,18631.89,53.46
,,average accuracy,20.89
,,min. accuracy,-222.96
