date,actual value,predict value,accuracy %
20230101,167.09,272.51,36.91
20230201,207.79,197.01,94.81
20230301,248.01,183.33,73.92
20230401,143.67,200.41,60.50
20230501,213.13,169.64,79.60
20230601,167.04,161.76,96.84
20230701,151.58,148.46,97.94
20230801,117.87,132.77,87.35
20230901,98.68,110.96,87.56
20231001,185.74,105.86,57.00
20231101,213.33,151.57,71.05
20231201,160.18,190.50,81.07
,,average accuracy,77.05
,,min. accuracy,36.91
