date,actual value,predict value,accuracy %
20230101,167.09,229.20,62.83
20230201,207.79,186.49,89.75
20230301,248.01,181.86,73.33
20230401,143.67,202.45,59.08
20230501,213.13,177.79,83.42
20230601,167.04,180.03,92.22
20230701,151.58,165.89,90.56
20230801,117.87,156.86,66.92
20230901,98.68,143.70,54.39
20231001,185.74,142.06,76.48
20231101,213.33,169.26,79.34
20231201,160.18,188.38,82.39
,,average accuracy,75.89
,,min. accuracy,54.39
