date,actual value,predict value,accuracy %
20230101,167.09,289.36,26.83
20230201,207.79,234.09,87.34
20230301,248.01,230.30,92.86
20230401,143.67,259.49,19.38
20230501,213.13,196.77,92.32
20230601,167.04,225.07,65.25
20230701,151.58,198.02,69.37
20230801,117.87,193.48,35.85
20230901,98.68,162.83,35.00
20231001,185.74,163.02,87.77
20231101,213.33,202.77,95.05
20231201,160.18,244.21,47.54
,,average accuracy,62.88
,,min. accuracy,19.38
