date,actual value,predict value,accuracy %
20230101,9065.43,17666.56,5.12
20230201,3749.45,17067.53,-255.20
20230301,13906.52,19655.84,58.66
20230401,15930.83,18153.59,86.05
20230501,17773.25,18018.90,98.62
20230601,13246.68,20163.02,47.79
20230701,13191.52,19796.67,49.93
20230801,12941.86,19450.50,49.71
20230901,14110.05,20393.90,55.47
20231001,25557.27,19192.92,75.10
20231101,24003.00,19052.46,79.38
20231201,37333.44,22185.04,59.42
,,average accuracy,34.17
,,min. accuracy,-255.2
