date,actual value,predict value,accuracy %
20230101,167.09,258.84,45.10
20230201,207.79,179.80,86.53
20230301,248.01,164.81,66.46
20230401,143.67,233.91,37.18
20230501,213.13,162.30,76.15
20230601,167.04,145.39,87.04
20230701,151.58,169.53,88.16
20230801,117.87,118.48,99.48
20230901,98.68,117.15,81.29
20231001,185.74,119.42,64.29
20231101,213.33,149.01,69.85
20231201,160.18,234.79,53.42
,,average accuracy,71.25
,,min. accuracy,37.18
