date,actual value,predict value,accuracy %
20230101,167.09,283.36,30.42
20230201,207.79,251.28,79.07
20230301,248.01,110.59,44.59
20230401,143.67,226.19,42.56
20230501,213.13,167.73,78.70
20230601,167.04,168.22,99.29
20230701,151.58,143.75,94.83
20230801,117.87,140.80,80.54
20230901,98.68,139.62,58.52
20231001,185.74,110.98,59.75
20231101,213.33,145.70,68.30
20231201,160.18,226.19,58.79
,,average accuracy,66.28
,,min. accuracy,30.42
