date,actual value,predict value,accuracy %
20221001,12985.90,9821.57,75.63
20221101,8089.77,8433.66,95.75
20221201,12119.53,11901.08,98.20
20230101,6921.52,14279.77,-6.31
20230201,4339.55,16271.97,-174.97
20230301,13593.78,11387.72,83.77
20230401,16535.17,12107.06,73.22
20230501,16168.10,13818.15,85.47
20230601,13682.27,10410.95,76.09
20230701,12900.00,7801.41,60.48
20230801,12136.82,8948.72,73.73
20230901,12714.90,15264.67,79.95
,,average accuracy,51.75
,,min. accuracy,-174.97
