date,actual value,predict value,accuracy %
20221001,12985.90,18844.51,54.88
20221101,8089.77,18846.37,-32.97
20221201,12119.53,18847.40,44.49
20230101,6921.52,18848.65,-72.32
20230201,4339.55,18849.51,-234.37
20230301,13593.78,18851.56,61.32
20230401,16535.17,18853.60,85.98
20230501,16168.10,18853.67,83.39
20230601,13682.27,18854.55,62.20
20230701,12900.00,18855.57,53.83
20230801,12136.82,18855.96,44.64
20230901,12714.90,18856.36,51.70
,,average accuracy,16.9
,,min. accuracy,-234.37
