date,actual value,predict value,accuracy %
20221001,12985.90,14856.50,85.60
20221101,8089.77,14547.56,20.17
20221201,12119.53,15700.69,70.45
20230101,6921.52,15466.56,-23.46
20230201,4339.55,14660.07,-137.82
20230301,13593.78,13175.81,96.93
20230401,16535.17,15896.68,96.14
20230501,16168.10,14937.97,92.39
20230601,13682.27,14649.82,92.93
20230701,12900.00,14802.27,85.25
20230801,12136.82,15630.54,71.21
20230901,12714.90,17848.76,59.62
,,average accuracy,50.78
,,min. accuracy,-137.82
