date,actual value,predict value,accuracy %
20221001,12985.90,13417.72,96.67
20221101,8089.77,13417.72,34.14
20221201,12119.53,13417.72,89.29
20230101,6921.52,13417.72,6.14
20230201,4339.55,13417.72,-109.20
20230301,13593.78,13417.72,98.70
20230401,16535.17,13417.72,81.15
20230501,16168.10,13417.72,82.99
20230601,13682.27,13417.72,98.07
20230701,12900.00,13417.72,95.99
20230801,12136.82,13417.72,89.45
20230901,12714.90,13417.72,94.47
,,average accuracy,63.16
,,min. accuracy,-109.2
