date,actual value,predict value,accuracy %
20230101,167.09,250.28,50.22
20230201,207.79,206.48,99.37
20230301,248.01,192.16,77.48
20230401,143.67,197.59,62.47
20230501,213.13,178.11,83.57
20230601,167.04,172.81,96.54
20230701,151.58,161.86,93.22
20230801,117.87,150.43,72.37
20230901,98.68,133.07,65.15
20231001,185.74,130.63,70.33
20231101,213.33,160.97,75.46
20231201,160.18,192.39,79.89
,,average accuracy,77.17
,,min. accuracy,50.22
