date,actual value,predict value,accuracy %
20221001,12985.90,15920.63,77.40
20221101,8089.77,14265.62,23.66
20221201,12119.53,22650.95,13.10
20230101,6921.52,24421.88,-152.84
20230201,4339.55,27712.46,-438.60
20230301,13593.78,22762.77,32.55
20230401,16535.17,33232.95,-0.98
20230501,16168.10,32889.21,-3.42
20230601,13682.27,31663.58,-31.42
20230701,12900.00,25556.16,1.89
20230801,12136.82,23646.00,5.17
20230901,12714.90,31119.02,-44.74
,,average accuracy,-43.19
,,min. accuracy,-438.6
