date,actual value,predict value,accuracy %
20230101,9065.43,15905.76,24.54
20230201,3749.45,17614.61,-269.79
20230301,13906.52,13349.80,96.00
20230401,15930.83,14019.84,88.00
20230501,17773.25,14044.25,79.02
20230601,13246.68,9338.55,70.50
20230701,13191.52,9338.55,70.79
20230801,12941.86,9338.55,72.16
20230901,14110.05,9338.55,66.18
20231001,25557.27,9338.55,36.54
20231101,24003.00,9338.55,38.91
20231201,37333.44,29139.19,78.05
,,average accuracy,37.57
,,min. accuracy,-269.79
