date,actual value,predict value,accuracy %
20221001,12985.90,15227.18,82.74
20221101,8089.77,17190.34,-12.49
20221201,12119.53,19033.40,42.95
20230101,6921.52,19541.84,-82.33
20230201,4339.55,19541.84,-250.32
20230301,13593.78,18366.95,64.89
20230401,16535.17,19445.10,82.40
20230501,16168.10,20519.17,73.09
20230601,13682.27,17858.89,69.47
20230701,12900.00,15484.03,79.97
20230801,12136.82,14817.58,77.91
20230901,12714.90,15227.18,80.24
,,average accuracy,25.71
,,min. accuracy,-250.32
