date,actual value,predict value,accuracy %
20230101,167.09,245.91,52.83
20230201,207.79,182.02,87.60
20230301,248.01,170.92,68.92
20230401,143.67,189.76,67.92
20230501,213.13,158.23,74.24
20230601,167.04,154.50,92.49
20230701,151.58,140.17,92.47
20230801,117.87,125.66,93.39
20230901,98.68,106.05,92.54
20231001,185.74,100.61,54.17
20231101,213.33,143.50,67.27
20231201,160.18,177.13,89.42
,,average accuracy,77.77
,,min. accuracy,52.83
