date,actual value,predict value,accuracy %
20221001,12985.90,7476.14,57.57
20221101,8089.77,11941.14,52.39
20221201,12119.53,9800.40,80.86
20230101,6921.52,9800.40,58.41
20230201,4339.55,7476.14,27.72
20230301,13593.78,11941.14,87.84
20230401,16535.17,11941.14,72.22
20230501,16168.10,11941.14,73.86
20230601,13682.27,11941.14,87.27
20230701,12900.00,11941.14,92.57
20230801,12136.82,11941.14,98.39
20230901,12714.90,11941.14,93.91
,,average accuracy,73.58
,,min. accuracy,27.72
