date,549305,69870,29845,69839+542292+542548+542544,4164579,43515,49881,94884,14392,531097+543452+49696+51597+542904+544000,22809,21986,45390,51642+49780+531117+543508+544056+542960,11278870,534659,548430,22539,10743792,542928+544024+531125+543476+49700,547003,97726,10722105,19049,545301,548166,14948,69832,530423,541454,548434,43520,11279456,22807,56449,10509911,547018,22788,10511218,528444,38498,19671,45145,98000,8852112,10952
20000201,110.59,17663.99227,286.49502,18519.79,1.61,990.95,16480.18185,100,5.6875,16998.22387,2008,128,36863722,15827.75916,8.56,2755503,20365.5,100,11.75,19677.60538,273.69,14143.40183,9.163,95.01436,2018256.62,471821.83,6.21094,128.11,4.2669,4.56,55685.11,706.35,3.33,1786,0.02079,10.18,283.19,1900,1.57,377,103.45742,111.5,3600321,0.63,11.29,8.00623
20000301,129.03,22289.85253,287.4799,19767.62,1.64,1142.95238,17102.74785,101.71544,5.9375,21575.2267,1861,135.625,35447285,20167.28874,10.06,2427696,20144.89,97.35228,11.76,36590.02901,273.09,17124.75941,9.1025,93.57675,2109799.24,456583.48,6.32031,146.75,6.2988,4.56,51141.19,802.14286,3.31,1750,0.0383,10.36,280.88,1890,1.57,382,105.10912,113.25,3272514,0.9,11.31,8.2091
20000401,120.89,26044.21218,286.05289,20584.5,1.61,1285.95652,17989.32158,107.52593,6,25680.26122,2004,141.1,35779836,26340.1233,11.5,2527193,20431.69,95.25874,11.76,35199.29811,272.71,18825.152,9.086,97.53243,2019689.24,479441,6.4125,183.3,4.3476,4.56,55970.73,809.3913,3.32,1895,0.09428,10.18,278.58,2091,1.57,397,105.73986,112.4,3372011,1.15,11.32,8.38826
20000501,124.32,23480.27946,286.51762,20584.5,1.59,1281.83333,21825.75467,112.86937,6,22358.25062,1977,123.75,36255595,19864.75174,11.99,2527896,20277.26,92.77604,11.76,29974.32101,272.03,20536.52947,9.0275,102.37925,2178010.77,469917.03,6.53906,163.23,3.9494,4.56,53232.59,896.61111,3.34,1792,0.14866,10.15,276.27,2029,1.56,330,103.99441,112,3482104,1.24,11.32,8.66177
20000601,169.06,27744.56063,287.3111,20498.74,1.56,1428.19048,21583.57754,112.86937,6,29055.85285,2175,132,38383111,23061.70301,14.06,2845860,20453.75,88.58156,11.76,38831.03773,271.51,22776.86395,9.1711,100.22159,2442586.27,481345.79,6.92969,177.56,3.5982,4.6,57787.46,925.42857,3.4,1679,0.14519,10.24,271.66,2079,1.56,409,105.9126,116.5,3796788,1.6,11.35,9.1105
20000701,172.39,33214.78748,287.76078,21115.09,1.6,1605.13636,25839.08,117.03189,6,27314.95913,2070,145.6,38759271,35770.72043,14.94,2753108,20343.44,93.18391,11.76,47158.87571,271.19,25456.22605,9.1994,103.13787,2282073.69,471821.83,6.95625,191.9,4.7186,4.6,55189.28,971.04546,3.48,1595,0.16914,10.32,271.66,2014,1.56,337,105.37493,118,3816316,1.75,11.34,8.72126
20000801,146.39,39644.98735,288.96865,21956.71,1.6,1758.66667,31854.26221,117.03189,6,39484.02965,2203,133.25,42786499,36396.31504,15.6,4044450,20475.81,92.47556,11.77,59783.34387,271.18,29599.69014,9.1882,100.88263,2214596.52,481345.79,6.92188,277.9,5.3785,4.6,55007.16,1026.04762,3.39,1765,0.17388,10.32,276.27,2212,1.56,385,108.25319,116.25,5002080,1.87,11.37,8.72343
20000901,121.57,41235.11978,288.88059,22299.76,1.57,1854.27273,33126.17528,125.46349,6,39019.60287,1982,128.875,43232598,39109.20367,15.15,4255351,20475.81,89.42391,11.77,61482.70907,271.35,31752.51639,9.0767,106.15181,2300842.09,483250.59,6.80469,276.47,2.8109,4.6,56604.99,1137.13636,3.39,1865,0.25846,10.28,273.97,2170,1.56,348,109.01985,114,5107804,1.79,11.38,8.93903
20001001,170.82,30206.32826,290.27175,22825.77,1.6,1735.38095,35084.47599,125.46349,6,29850.51244,2102,148.5,44818180,23225.10749,13.43,4467333,20365.5,85.85601,11.77,37139.09847,271.34,30224.46701,9.1756,105.30896,2277607.31,469917.03,6.78125,215.98,3.0665,4.74,54746.62,1283.04762,3.37,1830,0.25846,10.22,271.66,2075,1.56,415,109.31815,123.6,5210506,1.49,11.4,9.21058
20001101,155.71,44617.73791,292.20428,23957.84,1.62,2083.45455,36190.97738,125.46349,6,44641.24407,2192,152.875,45402672,43177.69512,16.05,4766396,20541.99,83.74917,11.77,63865.34286,272.43,34300.34183,9.2115,104.58518,2353559.75,481345.79,6.71875,263.57,5.7564,4.74,56900.29,1268.31818,3.35,1852,0.25846,10.22,269.36,2097,1.55,383,109.95652,131,5723404,1.95,11.4,9.41132
20001201,179.57,46862.17757,292.45919,24929.81,1.61,2158.45455,42702.63111,127.15762,6,45468.25998,2155,142,47659852,41278.32797,17.56,4885175,20431.69,84.12108,11.78,64637.87118,272.29,38139.84702,9.0847,105.60425,2512182.26,469917.03,6.71875,300.84,3.1889,4.74,53538.12,1337,3.35,1760,0.28458,10.48,269.36,2162,1.55,408,109.60268,130.25,5842183,2.22,11.37,9.3466
20010101,129.62,50163.37673,293.27291,25570.17,1.6,2262.57895,52225.67567,127.7543,6,47727.91135,2209,120.1,48022547,52460.10465,17.53,5217402,20630.24,88.35408,11.79,59500.80695,272.37,45453.60624,9.1563,106.09978,2512182.26,481345.79,6.41875,287.65,4.1593,5.06,53168.27,1789.10526,3.35,1752,0.29061,10.52,269.36,2274,1.55,326,109.60268,131.2,6483798,2.21,11.39,9.09448
20010201,141.98,50442.71324,293.2603,26073.32,1.62,1776,76572.89302,133.1084,6,55772.36877,2202,116.4,50967964,33217.24142,18.16,5750623,20541.99,92.58885,11.81,60317.55475,272.03,48882.06604,9.177,111.98699,2594527.28,481345.79,5.53906,257.83,5.8778,5.18,58700.34,1797.63636,3.35,1868,0.33108,10.46,267.06,2220,1.55,428,108.67169,135.75,7017019,2.32,11.39,8.75712
20010301,160.03,44246.9353,293.55754,25215.69,1.63,1474.15,75610.95712,129.9865,5.8125,44068.78434,2010,129.5,50714205,36619.55475,18.01,6073643,20189.01,90.40171,11.81,43915.24953,273.54,41817.215,9.0553,108.63663,2676956.56,448964.31,5.25,235.62,4.0864,5.18,51612.13,1565.05,3.31,1701,0.27794,10.22,267.06,2046,1.54,312,109.1083,131.25,7446004,2.29,11.42,8.94238
20010401,131.19,45954.58427,293.89949,24929.81,1.64,1677.5,56333.70577,129.78406,5.75,40261.79028,2192,120.9,52467962,47614.27351,18.07,6383425,20431.69,89.33573,11.79,49499.90891,274.2,37741.70398,9.0808,105.48533,2759373.81,483250.59,4.80625,252.1,4.0949,5.23,56639.28,1207.59091,3.35,1880,0.207,10.38,267.06,2300,1.54,365,110.57924,131,7855776,2.31,11.46,8.99854
20010501,124.81,37350.25763,294.32006,24701.11,1.62,1344.52632,33440.86492,129.78406,5.5,37581.61728,2134,104.125,53923047,30340.18637,16.81,6938294,20255.2,88.19734,11.77,43684.11447,275.95,31258.41196,9.1791,105.48533,2749333.5,469917.03,4.45313,257.12,6.1547,5.31,52701.9,1190.73684,3.35,1820,0.14986,10.54,269.36,2172,1.54,387,110.39541,131.75,8920051,2.08,11.5,9.06568
